meeting	text	seq
200609	 Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Jack Guynn; Donald L. Kohn; Randall S. Kroszner; Frederic S. Mishkin; Sandra Pianalto; Kevin M. Warsh; and Janet L. Yellen. Voting against was Jeffrey M. Lacker, who preferred an increase of 25 basis points in the federal funds rate target at this meeting.	4
200610	 The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.	0
200610	 Economic growth has slowed over the course of the year, partly reflecting a cooling of the housing market. Going forward, the economy seems likely to expand at a moderate pace.	1
200610	 Readings on core inflation have been elevated, and the high level of resource utilization has the potential to sustain inflation pressures. However, inflation pressures seem likely to moderate over time, reflecting reduced impetus from energy prices, contained inflation expectations, and the cumulative effects of monetary policy actions and other factors restraining aggregate demand.	2
200610	 Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.	3
200610	 Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Donald L. Kohn; Randall S. Kroszner; Frederic S. Mishkin; Sandra Pianalto; William Poole; Kevin M. Warsh; and Janet L. Yellen. Voting against was Jeffrey M. Lacker, who preferred an increase of 25 basis points in the federal funds rate target at this meeting.	4
200612	 The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.	0
200612	 Economic growth has slowed over the course of the year, partly reflecting a substantial cooling of the housing market. Although recent indicators have been mixed, the economy seems likely to expand at a moderate pace on balance over coming quarters.	1
200612	 Readings on core inflation have been elevated, and the high level of resource utilization has the potential to sustain inflation pressures. However, inflation pressures seem likely to moderate over time, reflecting reduced impetus from energy prices, contained inflation expectations, and the cumulative effects of monetary policy actions and other factors restraining aggregate demand.	2
200612	 Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.	3
200612	 Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Donald L. Kohn; Randall S. Kroszner; Frederic S. Mishkin; Sandra Pianalto; William Poole; Kevin M. Warsh; and Janet L. Yellen. Voting against was Jeffrey M. Lacker, who preferred an increase of 25 basis points in the federal funds rate target at this meeting.	4
200701	 The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.	0
200701	 Recent indicators have suggested somewhat firmer economic growth, and some tentative signs of stabilization have appeared in the housing market. Overall, the economy seems likely to expand at a moderate pace over coming quarters.	1
200701	 Readings on core inflation have improved modestly in recent months, and inflation pressures seem likely to moderate over time. However, the high level of resource utilization has the potential to sustain inflation pressures.	2
200701	 The Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.	3
200701	 Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Thomas M. Hoenig; Donald L. Kohn; Randall S. Kroszner; Cathy E. Minehan; Frederic S. Mishkin; Michael H. Moskow; William Poole; and Kevin M. Warsh.	4
200703	 The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.	0
200703	 Recent indicators have been mixed and the adjustment in the housing sector is ongoing. Nevertheless, the economy seems likely to continue to expand at a moderate pace over coming quarters.	1
200703	 Recent readings on core inflation have been somewhat elevated. Although inflation pressures seem likely to moderate over time, the high level of resource utilization has the potential to sustain those pressures.	2
200703	 In these circumstances, the Committee's predominant policy concern remains the risk that inflation will fail to moderate as expected. Future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.	3
200703	 Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Thomas M. Hoenig; Donald L. Kohn; Randall S. Kroszner; Cathy E. Minehan; Frederic S. Mishkin; Michael H. Moskow; William Poole; and Kevin M. Warsh.	4
200705	 The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.	0
200705	 Economic growth slowed in the first part of this year and the adjustment in the housing sector is ongoing. Nevertheless, the economy seems likely to expand at a moderate pace over coming quarters.	1
200705	 Core inflation remains somewhat elevated. Although inflation pressures seem likely to moderate over time, the high level of resource utilization has the potential to sustain those pressures.	2
200705	 In these circumstances, the Committee's predominant policy concern remains the risk that inflation will fail to moderate as expected. Future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.	3
